S3_Temp,S5_CO2,Room_Occupancy_Count
25.69,720,1
25.69,720,1
25.69,725,1
25.69,720,1
25.69,725,1
25.75,730,1
25.69,730,1
25.69,730,1
25.75,730,1
25.75,735,1
25.69,730,1
25.75,735,1
25.69,735,1
25.75,735,1
25.75,735,1
25.69,725,1
25.75,725,1
25.75,720,1
25.75,720,1
25.75,720,1
25.75,710,1
25.75,705,1
25.75,700,1
25.75,705,1
25.75,715,1
25.75,715,1
25.75,720,1
25.75,730,1
25.75,730,1
25.75,735,1
25.75,735,1
25.75,740,1
25.75,750,1
25.75,760,1
25.75,760,1
25.75,760,1
25.75,760,1
25.75,765,1
25.75,770,1
25.75,770,1
25.75,770,1
25.75,775,1
25.75,775,1
25.75,775,1
25.75,780,1
25.81,780,1
25.81,780,1
25.81,775,1
25.81,780,1
25.81,780,1
25.81,785,1
25.81,780,1
25.81,780,1
25.81,785,1
25.81,785,1
25.81,790,1
25.81,790,1
25.81,790,1
25.81,790,1
25.81,795,1
25.81,795,1
25.81,800,1
25.81,805,1
25.81,805,1
25.88,810,1
25.81,805,1
25.81,805,1
25.88,805,1
25.81,810,1
25.88,810,1
25.88,815,1
25.81,820,1
25.81,825,1
25.81,825,1
25.81,825,1
25.81,835,1
25.81,825,1
25.81,825,1
25.81,835,1
25.88,840,1
25.88,840,1
25.88,840,1
25.81,845,1
25.88,850,1
25.88,865,1
25.81,870,1
25.88,880,1
25.88,880,1
25.88,885,1
25.88,890,1
25.88,890,1
25.88,895,1
25.88,890,1
25.88,895,1
25.88,895,1
25.88,905,1
25.88,915,1
25.88,910,1
25.88,915,1
25.88,915,1
25.88,915,1
25.88,920,1
25.88,925,1
25.88,925,1
25.88,925,1
25.88,930,1
25.88,935,1
25.88,945,1
25.88,945,1
25.88,950,1
25.88,945,1
25.88,945,1
25.88,945,1
25.88,940,1
25.88,950,1
25.88,950,1
25.88,955,1
25.88,955,1
25.88,955,1
25.88,955,1
25.88,960,1
25.88,965,1
25.88,965,1
25.88,970,1
25.88,975,1
25.88,970,1
25.94,970,1
25.88,980,1
25.88,990,1
25.88,985,1
25.94,990,1
25.94,985,1
25.94,990,1
25.94,990,1
25.94,995,1
25.88,1000,1
25.88,1000,1
25.88,1000,1
25.94,1005,1
25.88,1010,1
25.88,1010,1
25.88,1010,1
25.88,1010,1
25.94,1015,1
25.88,1010,1
25.88,1010,1
25.88,1010,1
25.88,1015,1
25.88,1025,1
25.88,1030,1
25.88,1035,1
25.88,1030,1
25.88,1030,1
25.94,1035,1
25.88,1040,1
25.94,1035,1
25.88,1045,1
25.94,1045,1
25.88,1045,1
25.94,1045,1
25.94,1050,1
25.94,1050,1
25.94,1050,1
25.94,1055,1
25.94,1055,1
25.94,1055,1
25.94,1055,1
25.88,1060,1
25.94,1065,1
25.94,1065,1
25.94,1060,1
25.94,1055,1
25.94,1065,1
25.88,1055,1
25.88,1055,1
25.94,1040,1
25.94,1040,1
25.94,1045,1
25.94,1045,1
25.94,1045,1
25.94,1040,1
25.94,1040,1
25.94,1035,1
25.94,1035,1
25.94,1035,1
25.94,1035,1
25.94,1035,1
25.94,1030,1
25.94,1030,1
25.94,1035,1
25.94,1035,1
25.94,1035,1
25.94,1040,1
25.94,1045,1
25.94,1045,1
26.0,1045,1
25.94,1045,1
25.94,1050,1
25.94,1050,1
25.94,1050,1
25.94,1050,1
25.94,1045,1
25.94,1040,1
25.94,1040,1
25.94,1035,1
25.94,1035,1
25.94,1030,1
25.94,1035,1
25.94,1035,1
25.94,1035,1
25.94,1040,1
25.94,1040,1
25.94,1040,1
25.94,1035,1
26.0,1035,1
26.0,1040,1
25.94,1040,1
25.94,1040,1
26.0,1040,1
25.94,1035,1
25.94,1045,1
26.0,1040,1
26.0,1035,1
25.94,1035,1
25.94,1030,1
25.94,1035,1
25.94,1030,1
25.94,1025,1
26.0,1025,1
25.94,1025,1
26.0,1020,1
26.0,1015,1
25.94,1015,1
25.94,1020,1
25.94,1020,1
26.0,1020,1
26.0,1025,1
26.0,1025,1
26.0,1030,1
26.0,1030,1
25.94,1035,1
25.94,1025,1
25.94,1025,1
26.0,1015,1
26.0,1025,1
26.0,1015,1
26.0,1015,1
25.94,1015,1
26.0,1010,1
25.94,1010,1
26.0,1010,1
25.94,1005,1
26.0,1005,1
25.94,1010,1
26.0,1015,1
26.0,1020,1
26.0,1025,1
26.0,1020,1
25.94,1020,1
26.0,1015,1
25.94,1020,1
25.94,1020,1
25.94,1015,1
25.94,1015,1
25.94,1015,1
25.94,1020,1
25.94,1020,1
25.94,1030,1
25.94,1025,1
25.94,1025,1
25.94,1025,1
25.94,1025,1
25.94,1025,1
25.94,1025,1
25.94,1020,1
25.94,1020,1
25.94,1025,1
25.94,1030,1
25.94,1025,1
25.94,1020,1
25.94,1025,1
25.94,1025,1
25.94,1025,1
25.94,1025,1
25.94,1025,1
25.94,1015,1
25.94,1015,1
25.94,1005,1
25.94,1005,1
25.94,1005,1
25.94,1005,1
25.94,1000,1
25.94,1000,1
25.94,995,1
25.94,995,1
25.94,1015,1
25.94,1020,1
25.94,1020,1
25.94,1015,1
26.0,1020,1
25.94,1025,0
25.94,1030,0
25.94,1035,0
25.94,1030,0
25.94,1030,0
25.88,1025,0
25.88,1025,0
25.88,1025,0
25.88,1020,0
25.88,1010,0
25.88,1010,0
25.88,1010,0
25.88,1005,0
25.81,1010,0
25.88,1015,0
25.81,1015,0
25.81,1010,0
25.81,1000,0
25.81,1005,0
25.81,1000,0
25.81,995,0
25.81,990,0
25.75,990,0
25.81,985,0
25.75,985,0
25.75,980,0
25.81,975,0
25.75,980,0
25.75,970,0
25.75,970,0
25.75,975,0
25.75,975,0
25.69,970,0
25.69,970,0
25.69,970,0
25.69,965,0
25.75,955,0
25.69,955,0
25.69,950,0
25.69,950,0
25.69,940,0
25.69,935,0
25.69,935,0
25.69,930,0
25.69,930,0
25.69,930,0
25.69,925,0
25.69,920,0
25.69,915,0
25.63,915,0
25.63,910,0
25.63,915,0
25.63,910,0
25.63,905,0
25.63,900,0
25.63,895,0
25.63,895,0
25.63,895,0
25.63,890,0
25.63,890,0
25.63,890,0
25.69,890,0
25.63,880,0
25.63,875,0
25.63,875,0
25.63,870,0
25.63,865,0
25.63,865,0
25.63,860,0
25.63,860,0
25.63,860,0
25.56,860,0
25.56,860,0
25.56,855,0
25.56,845,0
25.56,845,0
25.56,845,0
25.56,845,0
25.56,845,0
25.56,845,0
25.56,845,0
25.63,845,0
25.56,845,0
25.56,840,0
25.56,840,0
25.56,830,0
25.56,830,0
25.5,825,0
25.56,830,0
25.56,830,0
25.56,830,0
25.56,830,0
25.5,830,0
25.5,825,0
25.5,825,0
25.5,830,0
25.5,825,0
25.5,815,0
25.5,810,0
25.5,810,0
25.56,805,0
25.5,810,0
25.5,805,0
25.5,805,0
25.5,805,0
25.5,795,0
25.5,790,0
25.5,790,0
25.5,785,0
25.44,785,0
25.5,785,0
25.5,785,0
25.5,785,0
25.5,780,0
25.5,775,0
25.5,775,0
25.44,770,0
25.5,770,0
25.5,765,0
25.5,765,0
25.5,760,0
25.5,760,0
25.5,750,0
25.44,750,0
25.5,755,0
25.44,755,0
25.5,755,0
25.44,750,0
25.44,750,0
25.44,750,0
25.44,740,0
25.44,740,0
25.44,740,0
25.44,735,0
25.44,735,0
25.44,725,0
25.44,725,0
25.44,730,0
25.44,725,0
25.44,725,0
25.38,720,0
25.44,725,0
25.44,715,0
25.38,715,0
25.38,715,0
25.44,710,0
25.38,710,0
25.38,710,0
25.38,710,0
25.44,715,0
25.38,710,0
25.38,700,0
25.38,700,0
25.38,700,0
25.38,705,0
25.44,700,0
25.38,700,0
25.38,700,0
25.38,700,0
25.38,700,0
25.38,695,0
25.38,695,0
25.38,685,0
25.38,675,0
25.38,680,0
25.38,680,0
25.38,675,0
25.38,675,0
25.38,670,0
25.38,675,0
25.38,675,0
25.31,670,0
25.31,665,0
25.31,665,0
25.31,665,0
25.31,660,0
25.31,650,0
25.31,650,0
25.31,650,0
25.31,650,0
25.31,650,0
25.31,640,0
25.31,640,0
25.31,640,0
25.31,630,0
25.31,630,0
25.31,630,0
25.31,625,0
25.31,620,0
25.31,620,0
25.31,615,0
25.31,615,0
25.31,605,0
25.31,605,0
25.25,605,0
25.31,600,0
25.31,595,0
25.31,595,0
25.31,590,0
25.31,590,0
25.31,595,0
25.31,590,0
25.31,590,0
25.31,590,0
25.31,590,0
25.31,585,0
25.25,585,0
25.25,580,0
25.25,570,0
25.31,570,0
25.31,570,0
25.31,565,0
25.25,560,0
25.25,560,0
25.25,560,0
25.25,560,0
25.25,560,0
25.25,560,0
25.25,555,0
25.31,555,0
25.25,550,0
25.31,550,0
25.25,545,0
25.31,545,0
25.25,540,0
25.25,540,0
25.25,535,0
25.25,535,0
25.25,530,0
25.25,530,0
25.25,525,0
25.25,530,0
25.25,530,0
25.25,525,0
25.25,520,0
25.25,520,0
25.25,520,0
25.25,520,0
25.19,525,0
25.19,520,0
25.19,515,0
25.25,515,0
25.25,510,0
25.25,510,0
25.25,505,0
25.25,505,0
25.19,505,0
25.19,495,0
25.25,500,0
25.19,505,0
25.19,505,0
25.19,500,0
25.25,500,0
25.19,490,0
25.19,495,0
25.25,495,0
25.19,495,0
25.19,490,0
25.19,475,0
25.25,475,0
25.19,480,0
25.19,475,0
25.19,475,0
25.19,470,0
25.19,465,0
25.19,465,0
25.19,465,0
25.19,460,0
25.19,455,0
25.19,455,0
25.19,455,0
25.19,460,0
25.19,460,0
25.19,455,0
25.19,450,0
25.19,445,0
25.19,445,0
25.19,445,0
25.19,450,0
25.13,450,0
25.13,445,0
25.19,445,0
25.19,440,0
25.19,445,0
25.19,440,0
25.19,440,0
25.19,430,0
25.19,430,0
25.13,425,0
25.13,430,0
25.13,430,0
25.19,425,0
25.19,425,0
25.19,420,0
25.19,425,0
25.13,425,0
25.13,420,0
25.13,415,0
25.13,420,0
25.13,420,0
25.13,420,0
25.13,420,0
25.13,410,0
25.13,410,0
25.13,405,0
25.13,405,0
25.13,400,0
25.13,405,0
25.13,400,0
25.13,400,0
25.13,400,0
25.13,395,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.13,390,0
25.06,390,0
25.06,390,0
25.13,390,0
25.13,390,0
25.13,385,0
25.06,385,0
25.13,390,0
25.06,390,0
25.13,385,0
25.13,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.13,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.13,385,0
25.13,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.06,385,0
25.06,380,0
25.06,380,0
25.13,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,385,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.0,380,0
25.0,380,0
25.06,380,0
25.0,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.0,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.06,380,0
25.0,380,0
25.0,380,0
25.0,380,0
25.06,380,0
25.06,380,0
25.0,380,0
25.06,380,0
25.0,380,0
25.0,380,0
25.06,380,0
25.0,380,0
25.0,380,0
25.0,375,0
25.0,375,0
25.06,375,0
25.0,375,0
25.06,375,0
25.06,375,0
25.0,375,0
25.06,375,0
25.0,375,0
25.06,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
24.94,375,0
25.0,375,0
25.0,375,0
24.94,375,0
24.94,375,0
24.94,375,0
24.94,375,0
24.94,375,0
24.94,375,0
25.0,375,0
25.0,375,0
25.0,375,0
25.0,375,0
24.94,370,0
25.0,375,0
24.94,375,0
25.0,370,0
24.94,370,0
25.0,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
25.0,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
25.0,370,0
25.0,370,0
25.0,370,0
25.0,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
25.0,370,0
25.0,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
25.0,370,0
24.94,370,0
25.0,370,0
24.94,370,0
24.94,370,0
25.0,370,0
25.0,370,0
25.0,370,0
25.0,370,0
25.0,370,0
25.0,370,0
25.0,370,0
24.94,370,0
24.94,370,0
25.0,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
25.0,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
25.0,370,0
24.94,370,0
24.94,370,0
25.0,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,365,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,365,0
24.94,370,0
24.94,365,0
24.94,365,0
24.94,370,0
24.94,370,0
24.94,370,0
25.0,370,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,365,0
24.94,370,0
24.94,370,0
24.94,365,0
24.94,365,0
24.94,365,0
24.94,370,0
24.94,365,0
24.94,365,0
24.94,370,0
24.94,370,0
24.94,365,0
24.94,365,0
24.94,370,0
24.94,365,0
24.94,370,0
24.94,365,0
24.94,365,0
24.94,365,0
24.94,365,0
24.94,365,0
24.94,365,0
24.94,365,0
24.94,370,0
24.94,370,0
24.94,365,0
24.94,365,0
24.94,365,0
24.94,370,0
24.94,370,0
24.94,370,0
24.94,365,0
24.94,365,0
24.94,370,0
24.88,365,0
24.94,365,0
24.94,365,0
24.88,365,0
24.94,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.94,365,0
24.94,365,0
24.88,365,0
24.88,365,0
24.94,365,0
24.94,365,0
24.88,365,0
24.94,365,0
24.94,365,0
24.94,365,0
24.88,365,0
24.94,365,0
24.88,365,0
24.94,365,0
24.94,365,0
24.94,365,0
24.94,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.94,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.94,365,0
24.94,365,0
24.94,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.94,365,0
24.94,365,0
24.94,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.94,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.94,365,0
24.94,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.94,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.81,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.81,365,0
24.81,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.81,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.81,365,0
24.88,365,0
24.88,365,0
24.81,365,0
24.81,365,0
24.88,365,0
24.81,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.81,365,0
24.88,365,0
24.81,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.88,365,0
24.81,365,0
24.81,365,0
24.88,365,0
24.88,365,0
24.81,365,0
24.81,365,0
24.81,365,0
24.88,365,0
24.81,365,0
24.88,365,0
24.88,365,0
24.81,360,0
24.81,360,0
24.88,365,0
24.81,365,0
24.81,365,0
24.81,365,0
24.81,360,0
24.88,360,0
24.81,365,0
24.88,365,0
24.81,360,0
24.81,365,0
24.81,365,0
24.81,365,0
24.81,365,0
24.81,365,0
24.81,360,0
24.81,365,0
24.81,360,0
24.81,360,0
24.81,365,0
24.81,365,0
24.81,365,0
24.81,365,0
24.81,360,0
24.81,365,0
24.81,365,0
24.81,360,0
24.81,360,0
24.81,365,0
24.81,365,0
24.81,360,0
24.81,365,0
24.81,365,0
24.81,365,0
24.81,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.81,365,0
24.81,360,0
24.75,360,0
24.81,360,0
24.81,365,0
24.81,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.81,365,0
24.81,360,0
24.75,365,0
24.81,365,0
24.75,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.75,360,0
24.75,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.75,360,0
24.81,360,0
24.81,360,0
24.75,360,0
24.81,360,0
24.81,360,0
24.75,360,0
24.75,360,0
24.81,360,0
24.75,360,0
24.81,360,0
24.81,360,0
24.75,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.75,360,0
24.81,365,0
24.81,360,0
24.81,360,0
24.75,360,0
24.81,360,0
24.75,365,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.81,360,0
24.75,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.81,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.81,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.81,360,0
24.75,360,0
24.81,360,0
24.81,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.81,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.81,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.69,360,0
24.69,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.69,360,0
24.75,360,0
24.69,360,0
24.69,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.69,360,0
24.75,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.75,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.75,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.75,360,0
24.75,360,0
24.75,360,0
24.69,360,0
24.75,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.75,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.75,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.75,360,0
24.69,360,0
24.69,360,0
24.63,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.63,360,0
24.69,360,0
24.69,360,0
24.69,360,0
24.63,360,0
24.69,360,0
24.69,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.69,360,0
24.69,360,0
24.63,355,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.69,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.56,360,0
24.63,360,0
24.56,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,355,0
24.63,355,0
24.63,355,0
24.63,360,0
24.63,360,0
24.63,360,0
24.56,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.56,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.56,360,0
24.56,360,0
24.63,360,0
24.63,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.63,360,0
24.56,360,0
24.56,355,0
24.63,360,0
24.63,360,0
24.56,360,0
24.56,360,0
24.63,360,0
24.63,360,0
24.56,360,0
24.56,355,0
24.63,360,0
24.56,355,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.63,360,0
24.56,360,0
24.56,355,0
24.56,360,0
24.63,355,0
24.63,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,360,0
24.56,360,0
24.56,360,0
24.63,360,0
24.63,360,0
24.63,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,355,0
24.56,360,0
24.56,360,0
24.56,355,0
24.63,355,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,360,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,360,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,355,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.5,360,0
24.5,360,0
24.5,355,0
24.5,355,0
24.56,355,0
24.5,355,0
24.56,355,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,355,0
24.5,355,0
24.56,360,0
24.56,355,0
24.56,355,0
24.5,360,0
24.5,360,0
24.56,360,0
24.56,360,0
24.5,360,0
24.56,360,0
24.56,360,0
24.5,355,0
24.56,360,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,360,0
24.56,360,0
24.56,355,0
24.5,355,0
24.5,360,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,355,0
24.5,360,0
24.5,360,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,360,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,355,0
24.5,360,0
24.5,360,0
24.5,355,0
24.5,360,0
24.5,360,0
24.5,355,0
24.5,360,0
24.5,355,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,355,0
24.56,355,0
24.5,360,0
24.5,355,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,355,0
24.5,355,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.56,360,0
24.56,360,0
24.5,360,0
24.56,360,0
24.5,360,0
24.5,360,0
24.56,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.56,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,355,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,355,0
24.5,355,0
24.5,360,0
24.5,360,0
24.5,360,0
24.56,360,0
24.56,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.56,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.56,360,0
24.56,355,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.56,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.56,360,0
24.5,360,0
24.5,360,0
24.56,360,0
24.56,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.56,360,0
24.5,360,0
24.5,360,0
24.56,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.56,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.5,360,0
24.56,360,0
24.5,360,0
24.56,360,0
24.5,360,0
